epoch,accuracy,loss,val_accuracy,val_loss
0,0.07977094501256943,3.4797568321228027,0.09386666864156723,3.1136670112609863
1,0.12145425379276276,2.989342451095581,0.12053333222866058,2.99489164352417
2,0.15168464183807373,2.869678020477295,0.13973332941532135,2.915025234222412
